Id,SalePrice
1461,108264.77850029652
1462,184606.92648149584
1463,195411.32909645667
1464,208350.25462673296
1465,212069.40531282435
1466,173504.96064407195
1467,187363.1769516164
1468,160062.86450089363
1469,220153.52646471903
1470,110318.96748288955
1471,172450.91657765262
1472,92768.19364993762
1473,95873.16297952023
1474,147353.33215696586
1475,98958.3504945032
1476,385889.7032876722
1477,255958.6114515504
1478,314730.50977639604
1479,312361.3983266266
1480,495673.7857883067
1481,311297.4993978758
1482,202903.32903374147
1483,181724.2781762718
1484,158617.58591460693
1485,175793.5409793732
1486,189930.5512091365
1487,342774.8478827843
1488,222583.44812468026
1489,205731.1835648958
1490,261371.9868107391
1491,197781.66835305313
1492,113848.50956689243
1493,184119.7640234254
1494,326263.2970080775
1495,297241.1283445
1496,252378.11647947843
1497,181635.53391054826
1498,182340.0084126955
1499,165424.62140764663
1500,148108.98835610942
1501,189693.26328040205
1502,126897.81253478641
1503,334642.72440055705
1504,230421.1449910971
1505,227327.3650650144
1506,198315.3716951822
1507,264527.694411787
1508,200504.615753041
1509,164226.24076052607
1510,153603.68562908605
1511,168433.07117347157
1512,195154.4806182269
1513,156780.30294190496
1514,177905.51781439496
1515,222924.90472908356
1516,160117.16295472445
1517,190327.57294789146
1518,115461.84570458863
1519,213727.3715801242
1520,133240.66193274895
1521,146085.5565661157
1522,189167.4623928687
1523,111967.76927285452
1524,136781.94863751956
1525,125443.04255053474
1526,92105.87190836502
1527,104147.78386310677
1528,128925.00601495101
1529,158301.3483942271
1530,213135.5504525649
1531,98172.38366719095
1532,86313.79592469649
1533,171976.3627028631
1534,130482.30529556223
1535,161820.71567315597
1536,91846.2030850735
1537,38168.13259710259
1538,141125.62848713266
1539,223262.74369324272
1540,134164.72224406333
1541,141579.448261858
1542,162633.0603445997
1543,201714.1694836421
1544,66513.13933333158
1545,109452.44209632464
1546,128646.50709198914
1547,131005.93802113517
1548,153200.8051489627
1549,112059.98246238846
1550,135684.40523761883
1551,104619.65559901056
1552,165298.27553232329
1553,147489.4914813203
1554,116474.7663082988
1555,158573.40175701657
1556,19615.474307344135
1557,142497.49388286564
1558,104704.63887157505
1559,62149.590311634965
1560,126198.94534530897
1561,133798.71010299757
1562,124057.78103820854
1563,125634.5984908276
1564,145272.52988463978
1565,147661.537527041
1566,235797.97937760345
1567,74081.16248127178
1568,227521.49025838362
1569,142232.15495181357
1570,120953.46023503234
1571,79332.46866933993
1572,153389.57110393437
1573,275018.5944654524
1574,146159.71885425865
1575,248306.88908646844
1576,231150.46331858292
1577,180599.20639666167
1578,168505.40742477917
1579,142833.5472834461
1580,191577.34041963698
1581,142094.9617793023
1582,133904.88707583037
1583,291738.3327754361
1584,218947.1097642584
1585,136134.48109618825
1586,68257.02157386875
1587,111235.04105259634
1588,173578.27357813282
1589,101168.61485944875
1590,121859.79691150528
1591,87398.27935835358
1592,145179.90757752274
1593,124392.01069799447
1594,158430.480188331
1595,101166.19732971016
1596,234268.1936533261
1597,217747.03878157516
1598,217891.4703899785
1599,182525.64895118846
1600,160289.8338908827
1601,61401.88594319744
1602,115529.94846942044
1603,54399.92556573858
1604,300587.85603881656
1605,215553.46566992937
1606,159394.0593616711
1607,153745.21032368834
1608,193743.82892040652
1609,182531.7036122122
1610,146911.93431169447
1611,113916.9295570712
1612,182989.4752990513
1613,158861.33316007926
1614,144432.82866783926
1615,84257.57927773386
1616,55583.70959971042
1617,80143.51147225115
1618,135269.2220911969
1619,146220.8326861438
1620,200379.50717043318
1621,127335.81166482696
1622,141884.41462592443
1623,255202.74541430618
1624,197227.91866080504
1625,111366.26242608181
1626,162655.9719696285
1627,198496.48840870525
1628,287898.64892484684
1629,184142.906965848
1630,387154.0003138189
1631,243647.02368089382
1632,255935.54372399312
1633,172457.04164229333
1634,179540.4486111054
1635,167050.214281896
1636,144385.250176983
1637,207313.79464927517
1638,174420.59688882652
1639,191097.23878489214
1640,248567.37783503838
1641,191808.99689577823
1642,251679.0989798312
1643,212875.73626744456
1644,235649.25778765173
1645,216817.82398186592
1646,151890.36928440243
1647,152909.17831315234
1648,123481.84162496187
1649,122746.68824957736
1650,112516.37486778808
1651,109596.74325838241
1652,95236.84008267926
1653,88472.52019416267
1654,143152.1350538273
1655,117673.38679695195
1656,143781.3056689117
1657,161346.5530289049
1658,145146.8500274059
1659,134097.961077673
1660,157392.08723296176
1661,446024.5976995094
1662,403959.95054254535
1663,396835.50123626617
1664,523522.7573267439
1665,340434.0091532345
1666,350723.8339270875
1667,389520.74789557775
1668,349839.55972799455
1669,321089.1393296771
1670,366056.96499875747
1671,276611.3169290564
1672,417829.09570398455
1673,293529.31496377545
1674,244414.81605648954
1675,212237.5546109872
1676,206916.15751979168
1677,223238.23579582525
1678,499177.05151938857
1679,410359.2623084591
1680,353677.28795163176
1681,283404.10999827506
1682,330644.5320548317
1683,192811.2389422604
1684,160301.6838468142
1685,165254.57163442767
1686,159962.40864372067
1687,161322.45317985123
1688,180846.59268023318
1689,182115.7426711435
1690,182990.69985925034
1691,167376.56128632656
1692,253530.4633371699
1693,170000.8437579941
1694,176570.70027785553
1695,168581.67762367876
1696,267096.2226799906
1697,181995.4719668512
1698,348768.78105754923
1699,343939.34368484403
1700,276414.3908945859
1701,283504.8931677521
1702,239770.82142027133
1703,233505.4672271539
1704,273003.8912992234
1705,244322.3644536666
1706,411703.89681374194
1707,234858.26516020874
1708,202734.44827278453
1709,249182.8011103219
1710,219351.08875754452
1711,263710.75028429175
1712,256938.65845197393
1713,296088.8593487502
1714,231967.56452625716
1715,201483.35652900196
1716,192442.18805867
1717,164243.0687148734
1718,149348.90278085181
1719,230922.42444044468
1720,233265.00084536246
1721,145651.9058570083
1722,111453.03557099254
1723,146861.40684152296
1724,217548.75216240095
1725,243940.6895015688
1726,183177.71014344099
1727,162833.81654224574
1728,157368.79625300237
1729,179482.3072943523
1730,168122.29576035772
1731,112552.74907688018
1732,131064.03636158869
1733,123066.28095258551
1734,139439.7400755022
1735,84074.7243683074
1736,98716.87194136625
1737,289181.2322201964
1738,288194.9263064041
1739,256929.7937993958
1740,239721.09198786574
1741,202621.2468623569
1742,179630.81221818924
1743,164479.5178730531
1744,370263.29524352925
1745,209758.4382422355
1746,198829.59142415292
1747,215972.20927572384
1748,237996.2110634921
1749,134045.20433479166
1750,127710.64245289439
1751,232889.1290828526
1752,119648.44881995095
1753,159756.67568269165
1754,196623.32134115353
1755,173408.22310438857
1756,149994.37766396327
1757,123460.68749457483
1758,146648.62417738335
1759,168183.5643289568
1760,166726.38599693344
1761,153357.09462983845
1762,197202.27416091505
1763,193260.33912118795
1764,112370.9518272413
1765,209250.1700434475
1766,204750.93087433773
1767,241136.06138046528
1768,145531.4141248752
1769,165956.36708733215
1770,148463.15645073535
1771,124008.89054263903
1772,137170.3916727847
1773,104525.9390471278
1774,156913.79592133485
1775,146371.9076327538
1776,118371.12952477424
1777,116296.6670415322
1778,147220.46841776607
1779,133594.16703121117
1780,154780.25488043053
1781,129909.27447850115
